category,main_category,state,backers,country,usd_pledged_real,usd_goal_real,project_time
Camera Equipment,Technology,successful,135,US,16998,8500,29
Children's Books,Publishing,successful,545,US,20330,10080,29
Fiction,Publishing,failed,0,US,0,1675,19
Nonfiction,Publishing,successful,62,US,5688,4399,29
Crafts,Crafts,successful,16,US,36,10,29
Jewelry,Fashion,failed,3,US,145,500,29
Film & Video,Film & Video,failed,7,US,1041,62700,59
Farms,Food,failed,1,US,5,500000,39
Shorts,Film & Video,failed,1,US,10,1000,39
Documentary,Film & Video,failed,153,US,17679,100000,29
Children's Books,Publishing,successful,18,US,950.01,500,20
Public Art,Art,successful,14,US,1100,1000,19
Mixed Media,Art,successful,22,US,810,750,24
Film & Video,Film & Video,failed,12,US,355,5000,10
Software,Technology,failed,3,US,1006,7000,28
Webseries,Film & Video,successful,138,US,7375.51,5000,19
Video Games,Games,successful,1372,GB,38862.93,30949.21,44
Music,Music,successful,393,US,41224.95,40000,29
Animation,Film & Video,failed,17,US,1195,75000,29
Classical Music,Music,canceled,4,US,95,2000,29
Camera Equipment,Technology,failed,10,US,5043,20000,29
Apps,Technology,failed,1,US,50,150000,29
Digital Art,Art,canceled,0,US,0,800,21
Photography,Photography,successful,47,US,4331,2500,45
Comics,Comics,failed,79,US,2580,5000,29
Conceptual Art,Art,failed,0,CA,0,35858.54,29
Country & Folk,Music,successful,75,US,3216,3000,30
Country & Folk,Music,successful,111,US,9408,8000,29
Tabletop Games,Games,successful,83,US,2695,2400,35
Gadgets,Technology,canceled,115,CA,4810.38,3604.9,29
Fantasy,Film & Video,failed,1,US,50,3000,29
Festivals,Theater,failed,0,US,0,300000,29
Video Games,Games,failed,30,US,1745,10000,29
Music,Music,successful,88,US,3151.26,2500,29
Illustration,Art,failed,3,US,65,444,11
Music,Music,successful,342,US,33535.05,20000,29
Food,Food,successful,443,US,102937,100000,29
Product Design,Design,canceled,4,CA,263.95,301,29
Documentary,Film & Video,successful,60,US,3551,3000,29
Webcomics,Comics,failed,27,US,1356,15000,29
Art,Art,successful,35,US,5001.31,5000,29
Indie Rock,Music,successful,20,GB,1331.71,1215.07,59
Horror,Film & Video,failed,1,US,1,3500,32
Music,Music,failed,1,US,1,1000,23
Video Games,Games,failed,1,US,1,20000,29
Film & Video,Film & Video,failed,10,US,547.8,3500,82
Fashion,Fashion,failed,2,US,165,20000,49
Experimental,Theater,successful,6,US,500,500,9
Design,Design,failed,41,US,359,12000,49
Video Games,Games,failed,2,US,11,300,59
Technology,Technology,successful,91,US,47554.5,40000,34
Nonfiction,Publishing,canceled,0,US,0,50000,29
Tabletop Games,Games,successful,706,GB,40023.34,6784.08,29
Comics,Comics,successful,29,US,1100.65,1000,29
Apparel,Fashion,canceled,8,GB,260.58,6681.45,25
Fiction,Publishing,canceled,2,US,60,4500,44
Fashion,Fashion,failed,0,US,0,216,16
Science Fiction,Film & Video,successful,14,US,796,700,44
Puzzles,Games,successful,126,US,3388,1000,30
R&B,Music,failed,7,US,160,2000,34
Web,Technology,failed,0,GB,0,7841.17,29
Publishing,Publishing,failed,0,GB,0,69190.22,44
Painting,Art,failed,0,US,0,41000,29
Food,Food,successful,107,US,8540,8000,40
Print,Journalism,failed,1,US,6,160,29
Music,Music,successful,35,US,1360.48,1200,32
Theater,Theater,live,2,MX,52.32,2563.83,59
Hip-Hop,Music,canceled,0,US,0,2000,29
Music,Music,failed,2,US,35,1200,29
Documentary,Film & Video,failed,1,US,5,3500,28
Shorts,Film & Video,successful,12,US,1405,1400,7
Music,Music,undefined,0,undefined,3576,3500,29
Country & Folk,Music,failed,14,US,1310,5500,17
Fashion,Fashion,failed,30,US,8230,35000,32
Restaurants,Food,failed,1,CA,0.8,120000,27
Documentary,Film & Video,successful,84,US,10210,10000,29
Webcomics,Comics,failed,3,US,12,3000,59
Video Games,Games,failed,1,CA,0.77,1933.94,29
Music Videos,Film & Video,failed,0,US,0,15000,44
Sculpture,Art,failed,9,US,313,750,29
Music,Music,live,0,IT,0,2427.39,29
Technology,Technology,successful,12758,US,1374021,30000,29
Shorts,Film & Video,canceled,0,US,0,4500,34
Fiction,Publishing,successful,42,US,4574,4444,24
Music Videos,Film & Video,failed,5,US,85,5000,59
Fashion,Fashion,failed,18,US,284,45000,44
Music,Music,undefined,0,undefined,7007.8,6000,23
Documentary,Film & Video,failed,150,US,11687.5,45000,59
Tabletop Games,Games,canceled,63,US,3904,35000,14
Music,Music,successful,18,US,1000,1000,31
Product Design,Design,successful,660,US,15720,7500,29
Illustration,Art,failed,10,US,318,5000,29
DIY Electronics,Technology,canceled,0,US,0,5000,29
Indie Rock,Music,successful,66,US,4603.5,4500,34
Gadgets,Technology,successful,2412,US,396299,30000,29
Video Games,Games,canceled,36,GB,1740.2,112064.55,29
Comic Books,Comics,failed,14,US,1579,8500,44
Tabletop Games,Games,successful,637,US,103114.5,15000,29
Music,Music,failed,43,US,2393,8000,44
Art,Art,successful,62,US,2820,2750,42
Children's Books,Publishing,successful,31,US,4569,4500,59
Classical Music,Music,failed,12,US,526,1000,43
Webcomics,Comics,successful,20,US,439,50,29
Music,Music,failed,1,CA,0.81,343712.09,55
Rock,Music,successful,84,US,4176,3500,29
Narrative Film,Film & Video,successful,48,US,5040.18,5000,31
Fashion,Fashion,failed,8,US,216,10000,28
Documentary,Film & Video,canceled,25,US,1081,70000,53
Nonfiction,Publishing,failed,1,US,15,100000,29
Fashion,Fashion,failed,5,US,585,5000,29
Music,Music,failed,14,US,240.77,1500,59
Theater,Theater,canceled,3,US,630,21500,29
Comics,Comics,failed,8,US,250,9000,89
Restaurants,Food,failed,3,GB,4.35,398394.83,29
Film & Video,Film & Video,failed,1,US,1,25000,59
Sculpture,Art,failed,3,US,125,117000,29
Documentary,Film & Video,failed,4,US,4,30000,29
Apps,Technology,failed,0,US,0,4860,29
Food,Food,failed,25,US,2186,5000,29
Product Design,Design,successful,156,US,8660,7770,54
Apparel,Fashion,failed,3,US,55,6000,31
Art,Art,failed,3,US,136,4500,29
Architecture,Design,failed,9,US,249,35000,29
Digital Art,Art,canceled,2,US,10,6907,29
Product Design,Design,successful,44,US,5850,5000,44
Shorts,Film & Video,failed,7,US,265,3000,29
DIY,Crafts,canceled,0,US,0,2000,29
Crafts,Crafts,suspended,60,DK,3119.1,8442.45,23
Wearables,Technology,suspended,15,US,994,30000,29
Pop,Music,failed,30,US,1159,10000,27
Calendars,Publishing,canceled,13,CA,132.56,1791.34,17
Comics,Comics,failed,188,US,5325,6000,29
Pop,Music,successful,242,US,12760.31,10000,39
Jewelry,Fashion,failed,2,US,14,100,5
Drama,Film & Video,successful,28,US,4266,4000,28
Children's Books,Publishing,successful,41,US,3026.75,3000,29
Apparel,Fashion,successful,30,NO,2402.95,2396.96,29
Classical Music,Music,successful,9,US,1000,1000,54
Food,Food,failed,3,US,100,1500,34
Dance,Dance,successful,24,US,875,850,29
Puzzles,Games,failed,369,US,8376,8450,16
Narrative Film,Film & Video,successful,76,US,10451.52,10000,29
Music,Music,failed,1,MX,0.53,3687.32,29
Documentary,Film & Video,failed,4,US,507,68000,29
Product Design,Design,failed,74,US,4545.66,8000,29
Young Adult,Publishing,failed,4,BE,183.76,5535.01,29
Art,Art,successful,11,US,583,520,30
Restaurants,Food,successful,43,US,10205,10000,29
Tabletop Games,Games,successful,1631,US,165519,38000,22
Technology,Technology,successful,292,US,21613.47,20000,46
Wearables,Technology,successful,1052,US,106213,50000,34
Video Games,Games,canceled,173,CA,4688.5,32113.04,34
Performance Art,Art,canceled,0,US,0,11000,29
Journalism,Journalism,canceled,1,US,1,500,49
Video Games,Games,canceled,5,CA,49.83,389.29,31
Shorts,Film & Video,failed,8,US,1050,10000,42
Performance Art,Art,failed,257,US,50230,100000,29
Vegan,Food,failed,2,US,125,5000,33
Photobooks,Photography,successful,38,GB,2754.88,2449.87,27
Cookbooks,Food,canceled,3,GB,20.03,16.69,29
Photography,Photography,failed,49,US,1890,10850,29
Fashion,Fashion,failed,0,US,0,1500,29
Webseries,Film & Video,failed,1,US,5,40000,59
Music,Music,failed,12,US,725.5,3000,29
Tabletop Games,Games,failed,59,US,3351,30000,29
Video Games,Games,failed,1,US,75,250000,29
Product Design,Design,failed,5,US,58,2000,26
Shorts,Film & Video,successful,47,US,5002,5000,29
Art Books,Publishing,failed,49,US,3139,8994,29
Apps,Technology,failed,3,US,7,4000,14
Tabletop Games,Games,successful,301,GB,32873.26,20888.23,29
Spaces,Food,successful,285,US,10752,9500,30
Video,Journalism,successful,228,IT,12600.78,10941.04,31
Documentary,Film & Video,successful,411,US,45155,40000,32
Fiction,Publishing,failed,8,US,520,3500,9
Product Design,Design,failed,0,GB,0,1428.71,59
Hip-Hop,Music,canceled,0,US,0,1000,32
Webseries,Film & Video,failed,38,US,2350,10000,18
Camera Equipment,Technology,successful,164,US,30126,9000,32
Comic Books,Comics,failed,1,US,1,1555,29
Comic Books,Comics,successful,84,GB,1693.27,1509.6,32
Design,Design,failed,40,US,4737,100000,58
Plays,Theater,successful,8,US,251,250,29
Publishing,Publishing,failed,7,US,250,2200,29
Documentary,Film & Video,successful,267,US,40546,40000,29
DIY Electronics,Technology,canceled,3,US,162,100000,32
Pop,Music,successful,30,US,2179,1800,70
Metal,Music,failed,5,DK,54.72,1459.24,29
Music,Music,undefined,0,undefined,3660.38,3000,26
Blues,Music,failed,2,GB,92.23,3952.67,29
Product Design,Design,failed,15,DE,239.15,2742.49,14
Film & Video,Film & Video,live,1,US,1,10000,59
Documentary,Film & Video,failed,1,US,1,45000,44
Film & Video,Film & Video,failed,1,US,1,300000,29
Drama,Film & Video,successful,21,GB,1645.22,1487.54,29
Playing Cards,Games,successful,216,HK,9536.67,4096.89,29
Tabletop Games,Games,successful,603,US,38186,27000,44
Illustration,Art,successful,249,US,18280,15000,31
Performance Art,Art,successful,30,US,2688,2000,29
Crafts,Crafts,failed,6,US,240,750,29
Shorts,Film & Video,failed,1,US,200,4000,25
Festivals,Film & Video,canceled,1,SE,23.03,1496.63,29
Bacon,Food,failed,0,US,0,20,29
Music,Music,canceled,1,US,7,1,29
Fiction,Publishing,failed,1,US,15,3000,29
Experimental,Film & Video,failed,2,ES,2.26,1257.61,29
Community Gardens,Food,canceled,4,US,120,175000,29
Comics,Comics,failed,0,US,0,25000,29
Fashion,Fashion,failed,4,US,110,20000,29
Radio & Podcasts,Publishing,successful,76,US,3368,3000,29
Video Games,Games,successful,2108,GB,56359.86,32978.27,29
Documentary,Film & Video,successful,91,US,11515.91,10000,29
Film & Video,Film & Video,canceled,1,GB,23.78,13213.88,29
Faith,Music,successful,24,US,5475,5000,36
Horror,Film & Video,failed,2,US,200,600,4
Science Fiction,Film & Video,failed,1,US,25,1000000,59
Comic Books,Comics,successful,36,US,1215,1000,29
Illustration,Art,successful,37,US,1026,600,29
Art,Art,successful,11,US,702,700,8
Fashion,Fashion,failed,0,US,0,800,29
Drinks,Food,successful,53,US,10164,10000,29
Video Games,Games,successful,24,US,198,60,29
Drinks,Food,live,38,US,9097,25000,59
Drama,Film & Video,failed,0,DE,0,3328.78,29
Tabletop Games,Games,successful,25,US,607,450,30
Gadgets,Technology,canceled,3,US,175,65000,29
Fabrication Tools,Technology,canceled,21,US,446,60000,35
Electronic Music,Music,failed,0,GB,0,1448.71,29
Pop,Music,failed,5,US,175,12000,29
Design,Design,successful,56,US,2516.24,2000,29
Fine Art,Photography,failed,2,US,15,2000,26
Installations,Art,successful,43,US,1671,1400,29
Music,Music,failed,0,US,0,600,39
Video Games,Games,canceled,24,GB,539.56,2587.82,29
Graphic Design,Design,successful,70,US,5198,4040,13
Video Games,Games,failed,5,US,71,5000,29
Poetry,Publishing,failed,7,US,200,800,5
Documentary,Film & Video,failed,135,US,23098,150000,30
Horror,Film & Video,successful,12,US,590,550,30
Sculpture,Art,failed,8,US,5846,16000,39
Children's Books,Publishing,canceled,6,US,626,24000,32
Electronic Music,Music,failed,2,US,210,7500,39
Indie Rock,Music,failed,1,US,5,400,59
Animation,Film & Video,failed,17,US,24165,400000,30
Art,Art,successful,63,US,4540,3500,30
Music,Music,successful,59,US,4746.69,2200,29
Shorts,Film & Video,failed,14,US,376,1500,29
Hardware,Technology,successful,463,US,38946.01,2500,29
Hardware,Technology,canceled,0,US,0,80000,34
Jewelry,Fashion,failed,4,US,161,2500,29
Apparel,Fashion,canceled,0,US,0,10000,29
Experimental,Film & Video,successful,59,CA,1766.97,1749.48,29
Webseries,Film & Video,failed,3,US,225,20000,29
Anthologies,Comics,successful,516,US,11357,9000,29
Mixed Media,Art,failed,2,US,80,2000,29
Web,Technology,failed,48,US,3214,19000,29
Art,Art,failed,2,US,6,900,29
Theater,Theater,successful,17,CA,855.85,844.34,38
Indie Rock,Music,failed,4,US,270,1000,17
Science Fiction,Film & Video,failed,19,US,1008,50000,29
Narrative Film,Film & Video,canceled,10,US,281,125000,44
DIY,Crafts,failed,0,US,0,200,29
Digital Art,Art,failed,3,GB,4.89,162.96,29
Music,Music,undefined,0,undefined,4251.14,3572.39,29
Tabletop Games,Games,successful,1516,US,82769,10000,37
Nonfiction,Publishing,failed,24,CA,1704.44,8994.42,29
Jewelry,Fashion,failed,0,US,0,300,29
Photography,Photography,failed,26,US,1632,3500,61
Radio & Podcasts,Publishing,failed,1,US,5,500,58
Documentary,Film & Video,failed,13,US,630,4000,36
Painting,Art,failed,1,US,100,10000,34
Live Games,Games,failed,0,US,0,2000,59
Product Design,Design,successful,215,US,4201,2000,34
Animation,Film & Video,failed,7,US,396,50000,29
Nonfiction,Publishing,failed,6,US,520,10000,36
Music,Music,canceled,0,US,0,15000,29
Architecture,Design,canceled,0,US,0,30000,29
Rock,Music,failed,4,US,41,1000,39
Apparel,Fashion,successful,85,US,8312,6000,29
Webseries,Film & Video,failed,0,US,0,6000,25
Journalism,Journalism,successful,616,GB,47377.46,9611.23,31
Hardware,Technology,live,9,US,225,3100,44
Film & Video,Film & Video,successful,74,US,6625,2000,29
Music,Music,undefined,0,undefined,6370,5000,26
Photography,Photography,failed,0,US,0,5000,29
Food,Food,failed,1,US,10,6000,29
Web,Technology,failed,0,US,0,250000,5
Tabletop Games,Games,failed,35,ES,2990.7,4696.82,19
Tabletop Games,Games,successful,78,BE,5508.74,5465.02,27
Fiction,Publishing,failed,0,US,0,8000,19
Video Games,Games,failed,64,US,926.87,20000,29
Product Design,Design,successful,600,US,52837.51,43000,36
Accessories,Fashion,successful,77,US,5189,2000,29
Comedy,Film & Video,failed,0,US,0,5000,18
Playing Cards,Games,successful,2140,US,125808.4,10000,29
Jazz,Music,successful,43,US,5000,5000,15
Pop,Music,failed,0,US,0,10000,29
Mixed Media,Art,successful,18,US,305,250,7
Anthologies,Publishing,failed,1,US,1,5000,37
Dance,Dance,successful,97,US,5255,5000,29
Small Batch,Food,failed,6,CA,105.35,3664.35,21
Anthologies,Publishing,canceled,336,DE,21849.25,34814.9,29
Woodworking,Crafts,failed,0,US,0,2000,29
Film & Video,Film & Video,undefined,0,undefined,6695,6000,27
Film & Video,Film & Video,failed,0,US,0,7500,29
Small Batch,Food,failed,30,US,635,3000,44
Web,Journalism,failed,0,US,0,110000,29
Indie Rock,Music,successful,21,GB,865.68,412.23,30
Performance Art,Art,failed,2,US,20,600,29
Music,Music,undefined,0,undefined,2926,2750,44
Art,Art,failed,39,US,1870,3000,20
Tabletop Games,Games,failed,14,DE,2340.1,30139.29,36
Video Games,Games,canceled,74,US,7508.46,40000,37
Design,Design,successful,4,GB,298.52,259.59,29
Children's Books,Publishing,failed,2,US,10,1000,29
Children's Books,Publishing,successful,111,US,4653,4500,19
Hip-Hop,Music,successful,73,US,2520.5,2500,23
Product Design,Design,successful,181,HK,85744.62,31957.87,27
Apps,Technology,failed,0,US,0,70000,29
Woodworking,Crafts,failed,0,US,0,10000,29
Country & Folk,Music,successful,348,US,23000,15000,30
DIY,Crafts,failed,0,US,0,500,46
Film & Video,Film & Video,successful,28,GB,1195.26,1039.35,29
Playing Cards,Games,failed,5,CA,582.89,2087.06,29
Photobooks,Photography,successful,60,GB,2395.41,2288.61,29
Places,Photography,successful,14,US,985,700,29
Theater,Theater,successful,71,US,2667,2500,33
Webseries,Film & Video,failed,17,US,1220,15000,29
Pop,Music,successful,20,US,1310,25,13
Music,Music,undefined,0,undefined,1585,1200,29
Documentary,Film & Video,successful,439,US,42060.63,30000,49
Mixed Media,Art,failed,69,US,1141.5,25000,29
Hip-Hop,Music,failed,2,US,2,650,29
DIY,Crafts,live,77,US,3128,2023,32
Performance Art,Art,failed,13,US,421,2000,89
Nonfiction,Publishing,failed,23,US,4640,11678,29
Apparel,Fashion,canceled,0,US,0,9500,37
Drinks,Food,failed,81,US,18483,50000,29
Video Games,Games,failed,1,GB,30.97,7743.29,0
Graphic Design,Design,failed,1,US,60,4000,29
Mobile Games,Games,failed,3,US,30,1000,59
Animation,Film & Video,successful,116,US,10120.5,6500,39
Rock,Music,successful,66,US,5480,5000,31
Publishing,Publishing,failed,1,US,50,1000,29
Public Art,Art,successful,99,US,8900.33,7500,23
Technology,Technology,successful,172,US,5060,5000,29
Illustration,Art,successful,84,US,3090,500,29
Documentary,Film & Video,failed,193,US,11944,105000,29
Small Batch,Food,failed,1,US,100,5000,29
Indie Rock,Music,failed,1,US,1,10000,21
Photobooks,Photography,failed,1,US,300,3000,29
Music,Music,failed,30,US,1220,10667,38
Performance Art,Art,successful,51,US,1390,1000,29
Painting,Art,successful,4,US,1486,1300,16
Tabletop Games,Games,successful,93,US,4245,1750,29
Video Games,Games,failed,53,US,5396,75000,24
People,Photography,successful,127,US,14006,6000,29
Tabletop Games,Games,failed,26,SE,1197.54,5798.11,29
Nonfiction,Publishing,failed,161,US,8651.98,30000,29
Nonfiction,Publishing,successful,42,US,1692,1500,37
Shorts,Film & Video,canceled,0,US,0,10000,48
Shorts,Film & Video,successful,106,US,11610,10000,16
Playing Cards,Games,successful,3527,US,147526,15000,29
Shorts,Film & Video,failed,26,US,3355,20000,32
Comic Books,Comics,successful,27,GB,2523.85,2523.85,59
People,Photography,failed,2,US,2,2000,29
Product Design,Design,successful,530,US,32766.9,7000,59
Technology,Technology,successful,145,GB,32885.86,30580.56,29
Documentary,Film & Video,failed,27,US,3440,10000,30
Video Games,Games,successful,2256,US,108950.86,100000,37
Experimental,Film & Video,successful,42,US,1507,1450,28
Product Design,Design,successful,5149,US,767897.09,500000,59
Poetry,Publishing,failed,35,US,987,3000,29
Art,Art,successful,67,US,3818,2000,13
Hardware,Technology,successful,405,US,74026,20000,29
Food,Food,successful,117,US,40062,30000,35
Classical Music,Music,failed,0,US,0,500,0
Rock,Music,successful,17,US,665,500,30
Documentary,Film & Video,canceled,1,US,10,160000,49
Food Trucks,Food,failed,16,US,1708,25000,29
Indie Rock,Music,successful,57,US,2500.5,2500,29
Fiction,Publishing,failed,49,GB,1720.86,4144.26,29
Pop,Music,failed,30,GB,3405.98,10155.46,29
Photography,Photography,failed,1,GB,1.51,90716.66,44
Narrative Film,Film & Video,successful,122,CA,11959.9,9154.16,29
Graphic Novels,Comics,failed,6,US,169,3000,30
Shorts,Film & Video,canceled,2,US,55,3000,38
Plays,Theater,successful,56,US,4656,3000,31
Photography,Photography,successful,43,US,3053,2000,44
Rock,Music,successful,20,US,1045,1000,29
Music,Music,failed,1,US,1,500,29
Fiction,Publishing,failed,3,US,60,2500,59
Children's Books,Publishing,failed,4,GB,21.7,5007.01,29
Farms,Food,successful,42,US,1531,1000,6
Video Games,Games,failed,4,US,125,2500,44
Mixed Media,Art,successful,28,US,1653,999,29
Nonfiction,Publishing,failed,1,AT,5.3,116.7,20
Product Design,Design,successful,1180,HK,173126.48,77295.68,29
Art Books,Publishing,successful,79,US,10177,5000,31
Pop,Music,successful,21,US,4542.83,4000,6
